3.970631904307497E-01, -1.225073701818049E+00,  4.747425184553353E-01, 1.139883470449319E-02,  2.679831562816783E-03,  3.750852847973481E-03, 2458313.5, 3.442331093278357E-01,  6.930144866176773E-01,  2.515525166563580E+01,  2.362379806531768E+02,  2.555046142809498E+02,  2.458158720849546E+06,  9.072246307728801E-01,  1.404194576216498E+02,  1.589559248709949E+02,  1.056800055744403E+00,  1.420585624871129E+00,  3.968146231802700E+02
17, 42, 21.12, 31, 52, 26.8, 6.574011189521245E-01, -7.092445973782825E-01, -3.074588267894852E-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, 25, 08.44, -17, 26, 41.3, -5.985728598861461E-02, 9.309676159065817E-01, 4.035414693476737E-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, 15, 28.85, -16, 27, 16.5, -2.271502585826002E-01, 9.092709064712199E-01, 3.941342306093848E-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, 05, 40.89, -15, 30, 48.9, -3.881336047533506E-01, 8.619617590425438E-01, 3.736284118981542E-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2022, 06, 22, 06, 31, 05.153, 20, 32, 40.32, 09, 57, 22.12, 3.114114394412510E+07, -1.772803558638207E+08, -5.202636087873187E+07, 0, 0, 0, 0
2022, 06, 28, 06, 16, 54.039, 20, 13, 02.64, 1, 53, 25.3, 4.480657606880071E+07, -1.817502898985292E+08, -5.842640189692855E+07, 0, 0, 0, 0
2022, 07, 09, 06, 13, 00.790, 19, 40, 52.65, -10, 54, 46.7, 6.932544739688674E+07, -1.877884726977529E+08, -6.946546467771120E+07, 0, 0, 0, 0
